movie_id,title,genres,overview
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,A Comedy film.
3870,Our Town (1940),Drama,A Drama film.
3871,Shane (1953),Drama|Western,A Drama and Western film.
3872,"Suddenly, Last Summer (1959)",Drama,A Drama film.
3873,Cat Ballou (1965),Comedy|Western,A Comedy and Western film.
3877,Supergirl (1984),Action|Adventure|Fantasy,A Action and Adventure and Fantasy film.
3879,"Art of War, The (2000)",Action|Thriller,A Action and Thriller film.
3882,Bring It On (2000),Comedy,A Comedy film.
3884,"Crew, The (2000)",Comedy,A Comedy film.
3888,Skipped Parts (2000),Drama|Romance,A Drama and Romance film.
3889,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy,A Action and Adventure and Fantasy film.
3893,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller,A Comedy and Crime and Drama and Romance and Thriller film.
3894,Solas (1999),Drama,A Drama film.
3895,"Watcher, The (2000)",Crime|Thriller,A Crime and Thriller film.
3896,"Way of the Gun, The (2000)",Crime|Thriller,A Crime and Thriller film.
3897,Almost Famous (2000),Drama,A Drama film.
3898,Bait (2000),Action|Comedy,A Action and Comedy film.
3899,Circus (2000),Crime|Drama|Thriller,A Crime and Drama and Thriller film.
3900,Crime and Punishment in Suburbia (2000),Comedy|Drama,A Comedy and Drama film.
3901,Duets (2000),Comedy|Drama,A Comedy and Drama film.
3906,Under Suspicion (2000),Crime|Thriller,A Crime and Thriller film.
3908,Urban Legends: Final Cut (2000),Horror,A Horror film.
3909,Woman on Top (2000),Comedy|Romance,A Comedy and Romance film.
3910,Dancer in the Dark (2000),Drama|Musical,A Drama and Musical film.
3911,Best in Show (2000),Comedy,A Comedy film.
3912,Beautiful (2000),Comedy|Drama,A Comedy and Drama film.
3914,"Broken Hearts Club, The (2000)",Drama,A Drama film.
3915,Girlfight (2000),Drama,A Drama film.
3916,Remember the Titans (2000),Drama,A Drama film.
3917,Hellraiser (1987),Horror,A Horror film.
3918,Hellbound: Hellraiser II (1988),Horror,A Horror film.
3919,Hellraiser III: Hell on Earth (1992),Horror,A Horror film.
3920,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Drama|Fantasy|Mystery|Romance,A Drama and Fantasy and Mystery and Romance film.
3922,Bikini Beach (1964),Comedy,A Comedy film.
3925,Stranger Than Paradise (1984),Comedy|Drama,A Comedy and Drama film.
3926,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi,A Adventure and Sci-Fi film.
3927,Fantastic Voyage (1966),Adventure|Sci-Fi,A Adventure and Sci-Fi film.
3928,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror,A Comedy and Horror film.
3929,"Bank Dick, The (1940)",Comedy,A Comedy film.
3930,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi,A Adventure and Horror and Sci-Fi film.
3932,"Invisible Man, The (1933)",Horror|Sci-Fi,A Horror and Sci-Fi film.
3933,"Killer Shrews, The (1959)",Horror|Sci-Fi,A Horror and Sci-Fi film.
3937,Runaway (1984),Sci-Fi|Thriller,A Sci-Fi and Thriller film.
3938,"Slumber Party Massacre, The (1982)",Horror,A Horror film.
3939,Slumber Party Massacre II (1987),Horror,A Horror film.
3940,Slumber Party Massacre III (1990),Horror,A Horror film.
3941,Sorority House Massacre (1986),Horror,A Horror film.
3942,Sorority House Massacre II (1990),Horror,A Horror film.
3943,Bamboozled (2000),Comedy,A Comedy film.
3945,Digimon: The Movie (2000),Adventure|Animation|Children,A Adventure and Animation and Children film.
3946,Get Carter (2000),Action|Drama|Thriller,A Action and Drama and Thriller film.
3947,Get Carter (1971),Action|Crime|Drama|Thriller,A Action and Crime and Drama and Thriller film.
3948,Meet the Parents (2000),Comedy,A Comedy film.
3949,Requiem for a Dream (2000),Drama,A Drama film.
3950,Tigerland (2000),Drama,A Drama film.
3951,Two Family House (2000),Drama,A Drama film.
3952,"Contender, The (2000)",Drama|Thriller,A Drama and Thriller film.
3953,Dr. T and the Women (2000),Comedy|Romance,A Comedy and Romance film.
3955,"Ladies Man, The (2000)",Comedy,A Comedy film.
3957,Billy Jack (1971),Action|Drama,A Action and Drama film.
3958,Billy Jack Goes to Washington (1977),Drama,A Drama film.
3959,"Time Machine, The (1960)",Action|Adventure|Sci-Fi,A Action and Adventure and Sci-Fi film.
3962,Ghoulies II (1987),Comedy|Horror,A Comedy and Horror film.
3963,"Unsinkable Molly Brown, The (1964)",Musical,A Musical film.
3964,"Adventures of Ichabod and Mr. Toad, The (1949)",Animation|Children,A Animation and Children film.
3965,"Strange Love of Martha Ivers, The (1946)",Drama|Film-Noir,A Drama and Film-Noir film.
3966,Detour (1945),Crime|Film-Noir,A Crime and Film-Noir film.
3967,Billy Elliot (2000),Drama,A Drama film.
3968,Bedazzled (2000),Comedy,A Comedy film.
3969,Pay It Forward (2000),Drama,A Drama film.
3971,"Private Eyes, The (1981)",Comedy|Mystery,A Comedy and Mystery film.
3972,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy,A Action and Comedy film.
3973,Book of Shadows: Blair Witch 2 (2000),Crime|Horror|Mystery|Thriller,A Crime and Horror and Mystery and Thriller film.
3974,"Little Vampire, The (2000)",Adventure|Children,A Adventure and Children film.
3977,Charlie's Angels (2000),Action|Comedy,A Action and Comedy film.
3978,"Legend of Bagger Vance, The (2000)",Drama|Romance,A Drama and Romance film.
3979,Little Nicky (2000),Comedy,A Comedy film.
3980,Men of Honor (2000),Drama,A Drama film.
3981,Red Planet (2000),Action|Sci-Fi|Thriller,A Action and Sci-Fi and Thriller film.
3983,You Can Count on Me (2000),Drama|Romance,A Drama and Romance film.
3984,Diamonds Are Forever (1971),Action|Adventure|Thriller,A Action and Adventure and Thriller film.
3985,"Eagle Has Landed, The (1976)",Drama|War,A Drama and War film.
3986,"6th Day, The (2000)",Action|Sci-Fi|Thriller,A Action and Sci-Fi and Thriller film.
3987,Bounce (2000),Drama|Romance,A Drama and Romance film.
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy,A Children and Comedy and Fantasy film.
3989,One Day in September (1999),Documentary,A Documentary film.
3990,Rugrats in Paris: The Movie (2000),Animation|Children|Comedy,A Animation and Children and Comedy film.
3991,102 Dalmatians (2000),Children|Comedy,A Children and Comedy film.
3992,Malèna (2000),Drama|Romance|War,A Drama and Romance and War film.
3993,Quills (2000),Drama|Romance,A Drama and Romance film.
3994,Unbreakable (2000),Drama|Sci-Fi,A Drama and Sci-Fi film.
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,A Action and Drama and Romance film.
3997,Dungeons & Dragons (2000),Action|Adventure|Comedy|Fantasy,A Action and Adventure and Comedy and Fantasy film.
3998,Proof of Life (2000),Drama,A Drama film.
3999,Vertical Limit (2000),Action|Adventure,A Action and Adventure film.
4000,"Bounty, The (1984)",Adventure|Drama,A Adventure and Drama film.
4002,"Planes, Trains & Automobiles (1987)",Comedy,A Comedy film.
4003,She's Having a Baby (1988),Comedy,A Comedy film.
4005,"Living Daylights, The (1987)",Action|Adventure|Thriller,A Action and Adventure and Thriller film.
4006,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi,A Adventure and Animation and Children and Sci-Fi film.
4007,Wall Street (1987),Drama,A Drama film.
4008,Born on the Fourth of July (1989),Drama|War,A Drama and War film.
4009,Talk Radio (1988),Drama,A Drama film.
4010,Brewster's Millions (1985),Comedy,A Comedy film.
4011,Snatch (2000),Comedy|Crime|Thriller,A Comedy and Crime and Thriller film.
4012,Punchline (1988),Comedy|Drama,A Comedy and Drama film.
4014,Chocolat (2000),Drama|Romance,A Drama and Romance film.
4015,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi,A Comedy and Sci-Fi film.
4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,A Adventure and Animation and Children and Comedy and Fantasy film.
4017,Pollock (2000),Drama,A Drama film.
4018,What Women Want (2000),Comedy|Romance,A Comedy and Romance film.
4019,Finding Forrester (2000),Drama,A Drama film.
4020,"Gift, The (2000)",Thriller,A Thriller film.
4021,Before Night Falls (2000),Drama,A Drama film.
4022,Cast Away (2000),Drama,A Drama film.
4023,"Family Man, The (2000)",Comedy|Drama|Romance,A Comedy and Drama and Romance film.
4024,"House of Mirth, The (2000)",Romance,A Romance film.
4025,Miss Congeniality (2000),Comedy|Crime,A Comedy and Crime film.
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,A Adventure and Comedy and Crime film.
4029,State and Main (2000),Comedy|Drama,A Comedy and Drama film.
4030,Dracula 2000 (2000),Horror,A Horror film.
4031,All the Pretty Horses (2000),Drama|Romance|Western,A Drama and Romance and Western film.
4032,"Everlasting Piece, An (2000)",Comedy,A Comedy film.
4033,Thirteen Days (2000),Drama|Thriller|War,A Drama and Thriller and War film.
4034,Traffic (2000),Crime|Drama|Thriller,A Crime and Drama and Thriller film.
4035,"Claim, The (2000)",Romance|Western,A Romance and Western film.
4036,Shadow of the Vampire (2000),Drama|Horror,A Drama and Horror film.
4037,House of Games (1987),Crime|Film-Noir|Mystery|Thriller,A Crime and Film-Noir and Mystery and Thriller film.
4039,Annie (1982),Children|Musical,A Children and Musical film.
4040,Don't Tell Mom the Babysitter's Dead (1991),Comedy,A Comedy film.
4041,"Officer and a Gentleman, An (1982)",Drama|Romance,A Drama and Romance film.
4042,"Alamo, The (1960)",Action|Drama|War|Western,A Action and Drama and War and Western film.
4043,At Close Range (1986),Crime|Drama,A Crime and Drama film.
4046,Friendly Persuasion (1956),Drama,A Drama film.
4047,Gettysburg (1993),Drama|War,A Drama and War film.
4051,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horror|Sci-Fi,A Horror and Sci-Fi film.
4052,Antitrust (2001),Crime|Drama|Thriller,A Crime and Drama and Thriller film.
4053,Double Take (2001),Action|Comedy,A Action and Comedy film.
4054,Save the Last Dance (2001),Drama|Romance,A Drama and Romance film.
4055,Panic (2000),Drama,A Drama film.
4056,"Pledge, The (2001)",Crime|Drama|Mystery|Thriller,A Crime and Drama and Mystery and Thriller film.
4061,The Man in the Moon (1991),Drama|Romance,A Drama and Romance film.
4062,Mystic Pizza (1988),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
4063,Prelude to a Kiss (1992),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
4064,Coffy (1973),Action|Crime|Thriller,A Action and Crime and Thriller film.
4065,Foxy Brown (1974),Action|Crime|Drama,A Action and Crime and Drama film.
4066,I'm Gonna Git You Sucka (1988),Action|Comedy,A Action and Comedy film.
4067,Untamed Heart (1993),Drama|Romance,A Drama and Romance film.
4068,Sugar & Spice (2001),Comedy,A Comedy film.
4069,"Wedding Planner, The (2001)",Comedy|Romance,A Comedy and Romance film.
4074,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",Drama,A Drama film.
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller,A Drama and Thriller film.
4078,Amazing Grace and Chuck (1987),Drama,A Drama film.
4079,Amazon Women on the Moon (1987),Comedy|Sci-Fi,A Comedy and Sci-Fi film.
4080,Baby Boom (1987),Comedy,A Comedy film.
4081,Back to the Beach (1987),Comedy,A Comedy film.
4082,Barfly (1987),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
4083,Best Seller (1987),Thriller,A Thriller film.
4084,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller,A Action and Comedy and Crime and Thriller film.
4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama,A Action and Comedy and Crime and Drama film.
4086,"Big Easy, The (1987)",Action|Crime|Mystery|Romance|Thriller,A Action and Crime and Mystery and Romance and Thriller film.
4089,Born in East L.A. (1987),Comedy,A Comedy film.
4090,"Brave Little Toaster, The (1987)",Animation|Children,A Animation and Children film.
4091,Can't Buy Me Love (1987),Comedy|Romance,A Comedy and Romance film.
4092,Cherry 2000 (1987),Romance|Sci-Fi,A Romance and Sci-Fi film.
4093,Cop (1988),Thriller,A Thriller film.
4102,Eddie Murphy Raw (1987),Comedy|Documentary,A Comedy and Documentary film.
4103,Empire of the Sun (1987),Action|Adventure|Drama|War,A Action and Adventure and Drama and War film.
4104,Ernest Goes to Camp (1987),Comedy,A Comedy film.
4105,"Evil Dead, The (1981)",Fantasy|Horror|Thriller,A Fantasy and Horror and Thriller film.
4109,Flowers in the Attic (1987),Drama|Thriller,A Drama and Thriller film.
4110,"Fourth Protocol, The (1987)",Thriller,A Thriller film.
4111,Gardens of Stone (1987),Drama|War,A Drama and War film.
4113,"Glass Menagerie, The (1987)",Drama,A Drama film.
4115,Hiding Out (1987),Comedy,A Comedy film.
4116,Hollywood Shuffle (1987),Comedy,A Comedy film.
4117,Hope and Glory (1987),Drama,A Drama film.
4121,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi,A Action and Adventure and Comedy and Sci-Fi film.
4123,Ishtar (1987),Comedy,A Comedy film.
4124,Jaws: The Revenge (1987),Horror|Thriller,A Horror and Thriller film.
4125,Leonard Part 6 (1987),Comedy|Sci-Fi,A Comedy and Sci-Fi film.
4126,Less Than Zero (1987),Drama,A Drama film.
4127,"Like Father, Like Son (1987)",Comedy,A Comedy film.
4128,"Lost Boys, The (1987)",Comedy|Horror|Thriller,A Comedy and Horror and Thriller film.
4129,Made in Heaven (1987),Fantasy|Romance,A Fantasy and Romance film.
4130,Maid to Order (1987),Comedy|Fantasy,A Comedy and Fantasy film.
4131,Making Mr. Right (1987),Comedy|Romance|Sci-Fi,A Comedy and Romance and Sci-Fi film.
4132,Mannequin (1987),Comedy|Romance,A Comedy and Romance film.
4133,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi,A Action and Adventure and Fantasy and Sci-Fi film.
4135,"Monster Squad, The (1987)",Adventure|Comedy|Horror,A Adventure and Comedy and Horror film.
4138,My Demon Lover (1987),Comedy|Horror,A Comedy and Horror film.
4139,No Man's Land (1987),Crime|Drama,A Crime and Drama film.
4141,Head Over Heels (2001),Comedy|Romance,A Comedy and Romance film.
4142,Left Behind: The Movie (2000),Action|Adventure|Drama|Thriller,A Action and Adventure and Drama and Thriller film.
4143,Valentine (2001),Horror|Mystery,A Horror and Mystery film.
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,A Drama and Romance film.
4146,"Million Dollar Hotel, The (2001)",Drama|Mystery|Romance,A Drama and Mystery and Romance film.
4147,Nico and Dani (Krámpack) (2000),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
4148,Hannibal (2001),Horror|Thriller,A Horror and Thriller film.
4149,Saving Silverman (Evil Woman) (2001),Comedy|Romance,A Comedy and Romance film.
4152,Vatel (2000),Drama,A Drama film.
4153,Down to Earth (2001),Comedy|Fantasy|Romance,A Comedy and Fantasy and Romance film.
4154,Recess: School's Out (2001),Animation|Children,A Animation and Children film.
4155,Sweet November (2001),Drama|Romance,A Drama and Romance film.
4156,Company Man (2000),Comedy,A Comedy film.
4157,"Price of Milk, The (2000)",Comedy|Drama|Fantasy|Romance,A Comedy and Drama and Fantasy and Romance film.
4158,Monkeybone (2001),Animation|Comedy|Fantasy,A Animation and Comedy and Fantasy film.
4159,3000 Miles to Graceland (2001),Action|Thriller,A Action and Thriller film.
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama|Romance,A Drama and Romance film.
4161,"Mexican, The (2001)",Action|Comedy,A Action and Comedy film.
4164,"Caveman's Valentine, The (2001)",Drama,A Drama film.
4166,Series 7: The Contenders (2001),Action|Drama,A Action and Drama film.
4167,15 Minutes (2001),Thriller,A Thriller film.
4168,Get Over It (2001),Comedy|Romance,A Comedy and Romance film.
4171,Long Night's Journey Into Day (2000),Documentary,A Documentary film.
4174,Avalon (1990),Drama,A Drama film.
4175,Gray's Anatomy (1996),Comedy|Drama,A Comedy and Drama film.
4178,Of Mice and Men (1939),Drama,A Drama film.
4180,Reform School Girls (1986),Action|Drama,A Action and Drama film.
4181,Tapeheads (1988),Comedy,A Comedy film.
4184,"Bishop's Wife, The (1947)",Comedy|Drama|Romance,A Comedy and Drama and Romance film.
4187,Lilies of the Field (1963),Drama,A Drama film.
4189,"Greatest Story Ever Told, The (1965)",Drama,A Drama film.
4190,Elmer Gantry (1960),Drama,A Drama film.
4191,Alfie (1966),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
4193,"Fantasticks, The (1995)",Musical,A Musical film.
4194,I Know Where I'm Going! (1945),Drama|Romance|War,A Drama and Romance and War film.
4195,"Abominable Dr. Phibes, The (1971)",Horror|Mystery,A Horror and Mystery film.
4197,Real Life (1979),Comedy,A Comedy film.
4198,Battle Beyond the Stars (1980),Sci-Fi,A Sci-Fi film.
4200,Double Impact (1991),Action,A Action film.
4202,Fuzz (1972),Drama,A Drama film.
4203,Harley Davidson and the Marlboro Man (1991),Action|Crime|Drama,A Action and Crime and Drama film.
4204,Losin' It (1983),Comedy,A Comedy film.
4205,Mermaids (1990),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
4207,Navy Seals (1990),Action|Adventure|War,A Action and Adventure and War film.
4210,Manhunter (1986),Action|Crime|Drama|Horror|Thriller,A Action and Crime and Drama and Horror and Thriller film.
4211,Reversal of Fortune (1990),Drama,A Drama film.
4212,Death on the Nile (1978),Crime|Mystery,A Crime and Mystery film.
4214,Revenge of the Nerds (1984),Comedy,A Comedy film.
4215,Revenge of the Nerds II: Nerds in Paradise (1987),Comedy,A Comedy film.
4217,4 Little Girls (1997),Documentary,A Documentary film.
4218,River's Edge (1986),Crime|Drama,A Crime and Drama film.
4219,Girls Just Want to Have Fun (1985),Comedy,A Comedy film.
4220,"Longest Yard, The (1974)",Comedy,A Comedy film.
4221,Necessary Roughness (1991),Comedy,A Comedy film.
4223,Enemy at the Gates (2001),Drama|War,A Drama and War film.
4224,Exit Wounds (2001),Action|Thriller,A Action and Thriller film.
4225,"Dish, The (2001)",Comedy,A Comedy film.
4226,Memento (2000),Mystery|Thriller,A Mystery and Thriller film.
4228,Heartbreakers (2001),Comedy|Crime|Romance,A Comedy and Crime and Romance film.
4229,Say It Isn't So (2001),Comedy|Romance,A Comedy and Romance film.
4231,Someone Like You (2001),Comedy|Romance,A Comedy and Romance film.
4232,Spy Kids (2001),Action|Adventure|Children|Comedy,A Action and Adventure and Children and Comedy film.
4233,Tomcats (2001),Comedy,A Comedy film.
4234,"Tailor of Panama, The (2001)",Drama|Thriller,A Drama and Thriller film.
4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller,A Drama and Thriller film.
4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary,A Documentary film.
4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary,A Documentary film.
4238,Along Came a Spider (2001),Action|Crime|Mystery|Thriller,A Action and Crime and Mystery and Thriller film.
4239,Blow (2001),Crime|Drama,A Crime and Drama film.
4240,Just Visiting (2001),Comedy|Fantasy,A Comedy and Fantasy film.
4241,Pokémon 3: The Movie (2001),Animation|Children,A Animation and Children film.
4242,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller,A Comedy and Crime and Drama and Thriller film.
4243,Brigham City (2001),Crime|Drama|Mystery,A Crime and Drama and Mystery film.
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
4247,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance,A Adventure and Comedy and Mystery and Romance film.
4248,Josie and the Pussycats (2001),Comedy,A Comedy film.
4251,Chopper (2000),Drama|Thriller,A Drama and Thriller film.
4252,"Circle, The (Dayereh) (2000)",Drama,A Drama film.
4254,Crocodile Dundee in Los Angeles (2001),Comedy|Drama,A Comedy and Drama film.
4255,Freddy Got Fingered (2001),Comedy,A Comedy film.
4256,"Center of the World, The (2001)",Drama,A Drama film.
4259,"Luzhin Defence, The (2000)",Drama|Romance,A Drama and Romance film.
4260,"Visit, The (2000)",Drama,A Drama film.
4262,Scarface (1983),Action|Crime|Drama,A Action and Crime and Drama film.
4263,Days of Wine and Roses (1962),Drama,A Drama film.
4265,Driven (2001),Action|Thriller,A Action and Thriller film.
4267,One Night at McCool's (2001),Comedy,A Comedy film.
4268,Town & Country (2001),Comedy,A Comedy film.
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,A Action and Adventure and Comedy and Thriller film.
4273,Under the Sand (2000),Drama,A Drama film.
4275,Krull (1983),Action|Adventure|Fantasy|Sci-Fi,A Action and Adventure and Fantasy and Sci-Fi film.
4276,Lost in America (1985),Comedy,A Comedy film.
4278,Triumph of the Will (Triumph des Willens) (1934),Documentary,A Documentary film.
4280,"World According to Garp, The (1982)",Comedy|Drama|Romance,A Comedy and Drama and Romance film.
4282,Fellini Satyricon (1969),Drama|Fantasy,A Drama and Fantasy film.
4284,Frankie and Johnny (1966),Comedy,A Comedy film.
4285,Frankie and Johnny (1991),Comedy|Romance,A Comedy and Romance film.
4289,"City of Women, The (Città delle donne, La) (1980)",Comedy|Drama,A Comedy and Drama film.
4290,For the Boys (1991),Comedy|Drama|Musical,A Comedy and Drama and Musical film.
4291,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime,A Comedy and Crime film.
4292,Norma Rae (1979),Drama,A Drama film.
4293,Summer Rental (1985),Comedy,A Comedy film.
4294,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical,A Children and Fantasy and Musical film.
4296,Love Story (1970),Drama|Romance,A Drama and Romance film.
4297,Pelle the Conqueror (Pelle erobreren) (1987),Drama,A Drama film.
4298,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,A Crime and Film-Noir and Thriller film.
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance,A Action and Comedy and Romance film.
4300,Bread and Roses (2000),Drama,A Drama film.
4304,Startup.com (2001),Documentary,A Documentary film.
4305,Angel Eyes (2001),Romance|Thriller,A Romance and Thriller film.
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,A Adventure and Animation and Children and Comedy and Fantasy and Romance film.
4307,"Fast Food, Fast Women (2000)",Comedy|Romance,A Comedy and Romance film.
4308,Moulin Rouge (2001),Drama|Musical|Romance,A Drama and Musical and Romance film.
4310,Pearl Harbor (2001),Action|Drama|Romance|War,A Action and Drama and Romance and War film.
4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure|Drama,A Adventure and Drama film.
4313,"Man Who Cried, The (2000)",Drama,A Drama film.
4316,Ice Castles (1978),Drama,A Drama film.
4317,Love Potion #9 (1992),Comedy|Romance,A Comedy and Romance film.
4321,City Slickers (1991),Comedy|Western,A Comedy and Western film.
4322,Eight Men Out (1988),Drama,A Drama film.
4323,"Horse Soldiers, The (1959)",Adventure|War|Western,A Adventure and War and Western film.
4325,"Night, The (Notte, La) (1960)",Drama,A Drama film.
4326,Mississippi Burning (1988),Crime|Drama|Thriller,A Crime and Drama and Thriller film.
4327,"Magnificent Seven, The (1960)",Adventure|Western,A Adventure and Western film.
4329,Rio Bravo (1959),Western,A Western film.
4333,Throw Momma from the Train (1987),Comedy|Crime,A Comedy and Crime film.
4334,Yi Yi (2000),Drama,A Drama film.
4337,"Sand Pebbles, The (1966)",Drama|Romance|War,A Drama and Romance and War film.
4338,Twelve O'Clock High (1949),Drama|War,A Drama and War film.
4339,Von Ryan's Express (1965),Action|Adventure|Drama|War,A Action and Adventure and Drama and War film.
4340,"Animal, The (2001)",Comedy,A Comedy film.
4342,Big Eden (2000),Drama|Romance,A Drama and Romance film.
4343,Evolution (2001),Comedy|Sci-Fi,A Comedy and Sci-Fi film.
4344,Swordfish (2001),Action|Crime|Drama,A Action and Crime and Drama film.
4345,"Anniversary Party, The (2001)",Drama,A Drama film.
4347,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama,A Comedy and Drama film.
4349,Catch-22 (1970),Comedy|War,A Comedy and War film.
4350,Forgotten Silver (1996),Comedy|Documentary,A Comedy and Documentary film.
4351,Point Break (1991),Action|Crime|Thriller,A Action and Crime and Thriller film.
4353,Uncommon Valor (1983),Action|War,A Action and War film.
4354,Unlawful Entry (1992),Crime|Thriller,A Crime and Thriller film.
4355,Youngblood (1986),Action|Drama,A Action and Drama film.
4356,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance,A Comedy and Musical and Romance film.
4357,How to Marry a Millionaire (1953),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
4359,"Seven Year Itch, The (1955)",Comedy,A Comedy film.
4361,Tootsie (1982),Comedy|Romance,A Comedy and Romance film.
4366,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy,A Adventure and Animation and Children and Fantasy film.
4367,Lara Croft: Tomb Raider (2001),Action|Adventure,A Action and Adventure film.
4368,Dr. Dolittle 2 (2001),Comedy,A Comedy film.
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller,A Action and Crime and Thriller film.
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,A Adventure and Drama and Sci-Fi film.
4371,Baby Boy (2001),Crime|Drama,A Crime and Drama film.
4372,Crazy/Beautiful (2001),Drama|Romance,A Drama and Romance film.
4373,Pootie Tang (2001),Comedy,A Comedy film.
4374,Let It Snow (1999),Comedy|Romance,A Comedy and Romance film.
4378,Sexy Beast (2000),Crime|Drama,A Crime and Drama film.
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance,A Drama and Romance film.
4381,"Closet, The (Placard, Le) (2001)",Comedy,A Comedy film.
4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller,A Crime and Drama and Mystery and Thriller film.
4384,Lumumba (2000),Drama,A Drama film.
4386,Cats & Dogs (2001),Children|Comedy,A Children and Comedy film.
4387,Kiss of the Dragon (2001),Action,A Action film.
4388,Scary Movie 2 (2001),Comedy,A Comedy film.
4389,Lost and Delirious (2001),Drama,A Drama film.
4390,Rape Me (Baise-moi) (2000),Crime|Drama|Thriller,A Crime and Drama and Thriller film.
4392,Alice (1990),Comedy|Drama|Fantasy|Romance,A Comedy and Drama and Fantasy and Romance film.
4393,Another Woman (1988),Drama,A Drama film.
4394,Beach Blanket Bingo (1965),Comedy|Musical,A Comedy and Musical film.
4395,Big Deal on Madonna Street (I Soliti Ignoti) (1958),Comedy|Crime,A Comedy and Crime film.
4396,"Cannonball Run, The (1981)",Action|Comedy,A Action and Comedy film.
4397,Cannonball Run II (1984),Action|Comedy,A Action and Comedy film.
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama,A Comedy and Drama film.
4402,Dr. Goldfoot and the Bikini Machine (1965),Comedy,A Comedy film.
4403,"Fall of the House of Usher, The (House of Usher) (1960)",Horror,A Horror film.
4404,Faust (1926),Drama|Fantasy|Horror,A Drama and Fantasy and Horror film.
4406,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,A Crime and Drama and Western film.
4407,Salvador (1986),Drama|Thriller|War,A Drama and Thriller and War film.
4408,September (1987),Drama,A Drama film.
4409,Shadows and Fog (1991),Comedy|Drama|Mystery|Thriller,A Comedy and Drama and Mystery and Thriller film.
4410,Something Wild (1986),Comedy|Crime|Drama,A Comedy and Crime and Drama film.
4412,"Thing with Two Heads, The (1972)",Comedy|Horror|Sci-Fi,A Comedy and Horror and Sci-Fi film.
4419,All That Heaven Allows (1955),Drama|Romance,A Drama and Romance film.
4420,"Barefoot Contessa, The (1954)",Drama,A Drama film.
4422,Cries and Whispers (Viskningar och rop) (1972),Drama,A Drama film.
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,A Drama film.
